week_date,actual,in_sample,oos_val,is_live,pred_persistence,pred_hgb,pred_rf,pred_gbm,pred_elasticnet,pred_ridge,pred_ensemble
2002-04-29,1.356,1,0,0,1.353,1.3493923556418792,1.3623109527389285,1.3585963721776735,1.4643575080447153,1.3619634163642567,1.3737421062103128
2002-05-06,1.349,1,0,0,1.356,1.3514490839824258,1.3549171205664043,1.350485647389711,1.463258362459455,1.3579183433421436,1.3700825405036205
2002-05-13,1.36,1,0,0,1.349,1.354933756593952,1.3594484972431646,1.354396016398416,1.456652813635492,1.358043535693415,1.3714188528062186
2002-05-20,1.348,1,0,0,1.36,1.349832709373304,1.3561736168431915,1.3559617979098864,1.4632272470435697,1.3809927298260323,1.3772209233590247
2002-05-27,1.353,1,0,0,1.348,1.3631443907968974,1.359340069456176,1.3607501686476,1.459722001565385,1.3722850234054778,1.3788985776947311
2002-06-03,1.332,1,0,0,1.353,1.3335247249238549,1.3484359527319498,1.3518076693289633,1.4559920284900678,1.3539197322514356,1.3634432638545566
2002-06-10,1.335,1,0,0,1.332,1.3429922107133598,1.3493166670138927,1.3446289036184775,1.4459887457983558,1.3433961642971453,1.3597107936786565
2002-06-17,1.342,1,0,0,1.335,1.3472363892764236,1.3514081102651134,1.3350249563748942,1.4406234675745568,1.331530311990631,1.3547585420282644
2002-06-24,1.357,1,0,0,1.342,1.3545064186178442,1.3569739693523581,1.3619287842491508,1.4447436834216854,1.3378142774066037,1.3656853983737482
2002-07-01,1.345,1,0,0,1.357,1.356061341666532,1.3579400322470803,1.3567149519470834,1.452857812119111,1.3737992895572302,1.375573057024123
2002-07-08,1.361,1,0,0,1.345,1.356133071779362,1.3658144218036383,1.362743243128937,1.453285871668919,1.3740936814387563,1.3781938944783607
2002-07-15,1.381,1,0,0,1.361,1.3690429787550926,1.3676709667009523,1.3607182132363995,1.4581679278689974,1.3751274204776711,1.3818134135460811
2002-07-22,1.376,1,0,0,1.381,1.3730346070423955,1.368475894820647,1.374294933915904,1.4715656716496037,1.3928744225756526,1.3926421927417014
2002-07-29,1.355,1,0,0,1.376,1.367224279927262,1.3645340950399523,1.372886258220679,1.475320736361162,1.3660774810491407,1.3840446222804386
2002-08-05,1.355,1,0,0,1.355,1.3599236637502463,1.3623450667673767,1.360929652999155,1.468615273790684,1.3575514872366152,1.3760981497707343
2002-08-12,1.357,1,0,0,1.355,1.3556184656874881,1.3569366073923286,1.3495868097281694,1.4636573000011839,1.3300777825947778,1.3638247068608702
2002-08-19,1.365,1,0,0,1.357,1.3649472866693766,1.363934679517381,1.361750855810617,1.4635432842928462,1.353672752466084,1.375836817895458
2002-08-26,1.353,1,0,0,1.365,1.3534710535839345,1.3620430377280437,1.3602712583203518,1.4697103791316386,1.3739738057228195,1.378946357139449
2002-09-02,1.355,1,0,0,1.353,1.3607493998595233,1.361319400795802,1.36432752790416,1.4659889019721362,1.347190070523756,1.373834844194805
2002-09-09,1.367,1,0,0,1.355,1.3639404702172258,1.3626301042097249,1.3664680500261241,1.4644623435539308,1.3610567903899111,1.3786213809377028
2002-09-16,1.357,1,0,0,1.367,1.3568222146138893,1.3655772045036891,1.361844356165072,1.4701066342469364,1.363277712307135,1.3777820615564265
2002-09-23,1.385,1,0,0,1.357,1.3759522991488529,1.3819973359771502,1.366441453585775,1.4684792533835616,1.34716436374842,1.380801945866897
2002-09-30,1.416,1,0,0,1.385,1.4138004949040355,1.4043450535590616,1.403462912852529,1.4813054572962499,1.3758199044610657,1.4102467960500844
2002-10-07,1.422,1,0,0,1.416,1.4298523755314712,1.420364968065612,1.4352774604683072,1.500451275224743,1.3992580293039647,1.4323950359001176
2002-10-14,1.443,1,0,0,1.422,1.4350829709474575,1.4430906384455784,1.4332862701776823,1.5128144409350293,1.4163641148953914,1.442433997387594
2002-10-21,1.427,1,0,0,1.443,1.4315372786934712,1.4356143844748557,1.435121121491809,1.5296005901223404,1.4423639294531663,1.4504082510021672
2002-10-28,1.427,1,0,0,1.427,1.429227162383886,1.4373919373941586,1.4321752560344518,1.5278097849487409,1.4334612575769405,1.4468428651642138
2002-11-04,1.406,1,0,0,1.427,1.4082428022329263,1.4146607788278007,1.4133073455918745,1.5250602862139877,1.4125843705648973,1.428875576376285
2002-11-11,1.37,1,0,0,1.406,1.3804315152295503,1.3854652983951967,1.393431612468742,1.5144798083174758,1.3829268385162152,1.4048347590309114
2002-11-18,1.336,1,0,0,1.37,1.3287212622006226,1.3593546327601178,1.340680531261742,1.4913108032496376,1.3261177142848957,1.3592139289690337
2002-11-25,1.316,1,0,0,1.336,1.3263906301895243,1.3388656185536347,1.3281229971258235,1.4661324875712494,1.3023532228277803,1.3430353441240048
2002-12-02,1.316,1,0,0,1.316,1.3208390698252508,1.3350493518667883,1.322113361879145,1.4419452965106117,1.2873942808959544,1.332358147559522
2002-12-09,1.322,1,0,0,1.316,1.3312752603994662,1.3454533285092842,1.3266187384246826,1.4322396058201412,1.308095988554106,1.3410775022329142
